title,company,location,date,job_url,job_description,applied,hidden,interview,rejected,date_loaded
"Software Developer, Clearing",Robinhood,"Toronto, Ontario, Canada",2024-03-14,https://www.linkedin.com/jobs/view/3817970108/,"Join a leading fintech company that’s democratizing finance for all.
Robinhood was founded on a simple idea: that our financial markets should be accessible to all. With customers at the heart of our decisions, Robinhood is lowering barriers and providing greater access to financial information. Together, we are building products and services that help create a financial system everyone can participate in.
As we continue to build...
We’re seeking curious, growth minded thinkers to help shape our vision, structures and systems; playing a key-role as we launch into our ambitious future. If you’re invigorated by our mission, values, and drive to change the world — we’d love to have you apply.
About the team + role 
The Clearing team within the Brokerage Organization helps Robinhood ship industry-leading financial products for our customers. Clearing works cross-functionally with engineering and non-engineering teams to ship exciting products such as All Day trading, Retirement Accounts, Advisory Accounts, International, Futures and Tax Lots & Cost Basis. The team is core to the functionality of Robinhood, handling all settlements, cash deposits and stock splits.
What You’ll Do
- Build scalable systems and components, making the right tradeoffs to account for stability and long-term maintainability.
- Design, write, test, and release product-facing features with stringent correctness and scalability requirements to support core Brokerage and Clearing Systems
- Identify opportunities to improve system performance, team productivity and reduce risk
- Support core backend for Brokerage and Clearing
- Collaborate closely with Product Managers, other engineering and Operational teams
- Mentor junior developers on the team and lead project of large complexity
What You Bring
- 3+ years of software developer experience
- You have a track record of successfully collaborating with cross-functional teams and delivering large-scope technical projects, setting a high standard for code quality and code review processes
- You deeply understand the design, product, and backend development disciplines so that you can work effectively with them
- Experience with Python, Java or Go
- Experience with Kafka and data streaming technologies
- Experience with handling/processing large amounts of data
Our team is here to enable an inclusive and welcoming interview experience for all candidates. If you need additional assistance throughout the interview process related to a physical or mental condition, or if there is something our team can do to enable a more accessible experience at any time, please notify our team by completing this Applicant Accommodation Form.
Click Here To Learn More About Robinhood’s Benefits.
We’re looking for more growth-minded and collaborative people to be a part of our journey in democratizing finance for all. If you’re ready to give 100% in helping us achieve our mission—we’d love to have you apply even if you feel unsure about whether you meet every single requirement in this posting. At Robinhood, we're looking for people invigorated by our mission, values, and drive to change the world, not just those who simply check off all the boxes.
Robinhood embraces a diversity of backgrounds and experiences and provides equal opportunity for all applicants and employees. We are dedicated to building a company that represents a variety of backgrounds, perspectives, and skills. We believe that the more inclusive we are, the better our work (and work environment) will be for everyone. Additionally, Robinhood provides reasonable accommodations for candidates on request and respects applicants' privacy rights. To review Robinhood's Privacy Policy please review the specific policy applicable to your country.
                
            
                            
            ",0,0,0,0,2024-03-18 00:04:58.962223
Software Engineer,Actalent,"Markham, Ontario, Canada",2024-03-18,https://www.linkedin.com/jobs/view/3861661835/,Could not find Job Description,0,0,0,0,2024-03-18 00:04:58.962223
Software Engineer,DarkVision,"Vancouver, British Columbia, Canada",2024-03-15,https://www.linkedin.com/jobs/view/3854984145/,Could not find Job Description,0,0,0,0,2024-03-18 00:04:58.962223
Software Engineer,Flutter Care,"Vancouver, British Columbia, Canada",2024-03-15,https://www.linkedin.com/jobs/view/3851794537/,Could not find Job Description,0,0,0,0,2024-03-18 00:04:58.962223
Software Engineer (C++) - Up to CAD$180k+ Bonus Elite FinTech Firm Montreal,Hunter Bond,"Montreal, Quebec, Canada",2024-03-11,https://www.linkedin.com/jobs/view/3851892663/,Could not find Job Description,0,0,0,0,2024-03-18 00:04:58.962223
"Software Engineer (ETL, GCP)",Applied Systems Canada,Canada,2024-03-13,https://www.linkedin.com/jobs/view/3852721706/,Could not find Job Description,0,0,0,0,2024-03-18 00:04:58.962223
Software Engineer - Backend Software Engineer,Capgemini Engineering,"British Columbia, Canada",2024-03-12,https://www.linkedin.com/jobs/view/3855029788/,Could not find Job Description,0,0,0,0,2024-03-18 00:04:58.962223
Software Engineer - Java,Veeva Systems,"Ottawa, Ontario, Canada",2024-03-11,https://www.linkedin.com/jobs/view/3797306624/,"Veeva Systems is a mission-driven organization and pioneer in industry cloud, helping life sciences companies bring therapies to patients faster. As one of the fastest-growing SaaS companies in history, we surpassed $2B in revenue in our last fiscal year with extensive growth potential ahead.
At the heart of Veeva are our values: Do the Right Thing, Customer Success, Employee Success, and Speed. We're not just any public company – we made history in 2021 by becoming a public benefit corporation (PBC), legally bound to balancing the interests of customers, employees, society, and investors.
As a Work Anywhere company, we support your flexibility to work from home or in the office, so you can thrive in your ideal environment.
Join us in transforming the life sciences industry , committed to making a positive impact on its customers, employees, and communities.
The Role
Software Engineers will contribute to the technical design and implementation of product features for various products at Veeva. In this role, you will work with a smart, highly motivated team to take on technical challenges that are associated with our ever-growing number of customers. You should be a self-starter, who loves technical challenges and has prior experience working on a variety of engineering projects in an energizing environment.
What You'll Do
- Lead the design, implementation, and delivery efforts for our cloud-based features and products
- Design an application architecture that is robust and scalable
- Write clean, testable, readable code in a team environment using design patterns and Object Oriented Principles Create rich user experiences
- Write quality code with high unit and integration test coverage
- Mentor junior developers
Requirements
- 3+ years of server-side programming experience in Java
- Hands-on development experience with current open source tools and technologies (Spring, MySQL, Hibernate, Maven, Git, Jenkins, Junit, Mockito, Log4J, AspectJ, Tomcat, JMS, Linux)
- 1+ years of experience with relational databases with a mastery of SQL concepts
- Ability to analyze and review code for performance, security, and scalability
- Experience working in dynamic, agile development environments
- We are looking for strong mentors with a proven record of making your team better
Learn More
-  Engineer Perspective: 3 Reasons to Consider Veeva 
-  Engineering at Veeva 
Perks & Benefits
- Medical, dental, vision, and basic life insurance
- PTO and company-paid holidays
- Retirement programs
- 1% charitable giving program
Compensation
- Base pay: $85,000 - $225,000
- The salary range listed here has been provided to comply with local regulations and represents a potential base salary range for this role. Please note that actual salaries may vary within the range above or below, depending on experience and location. We look at compensation for each individual and base our offer on your unique qualifications, experience, and expected contributions. This position may also be eligible for other types of compensation in addition to base salary, such as variable bonus and/or stock bonus.
Veeva’s headquarters is located in the San Francisco Bay Area with offices in more than 15 countries around the world.
Veeva is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, sex, sexual orientation, gender identity or expression, religion, national origin or ancestry, age, disability, marital status, pregnancy, protected veteran status, protected genetic information, political affiliation, or any other characteristics protected by local laws, regulations, or ordinances. If you need assistance or accommodation due to a disability or special need when applying for a role or in our recruitment process, please contact us at talent_accommodations@veeva.com .        
            
                            
            ",0,0,0,0,2024-03-18 00:04:58.962223
"Software Engineer - Python, Java, SQL, UNIX/Linux, FastAPI, VueJS, Boo",Tata Consultancy Services,"Markham, Ontario, Canada",2024-03-12,https://www.linkedin.com/jobs/view/3851100463/,Could not find Job Description,0,0,0,0,2024-03-18 00:04:58.962223
Software Engineer in Test,Altimetrik,"Mississauga, Ontario, Canada",2024-03-12,https://www.linkedin.com/jobs/view/3854815415/,"10+ years candidates
 
• Hands on Java/Rest API testing experience, should be able to code Java
• Test automation, Ops gating, Integration Testing etc
• Rest Assured and Framework development experience        
            
                            
            ",0,0,0,0,2024-03-18 00:04:58.962223
"Software Engineer, Android",Lyft,"Toronto, Ontario, Canada",2024-03-11,https://www.linkedin.com/jobs/view/3785770033/,"At Lyft, our mission is to improve people’s lives with the world’s best transportation. To do this, we start with our own community by creating an open, inclusive, and diverse organization.
The payment team at Lyft is responsible for ensuring that all our line of businesses which includes Rideshare, Transit Bike Scooter (TBS) and Fleet are able to cost effectively process payments, both, pay-ins and pay-outs. This means processing tens of billions of dollars in customer payments and driver payouts every year.
You’re an experienced app developer looking to make a big impact and help take our Android team to the next level. We build apps used by millions of people, and we take great pride in our work. This means excellent development practices, careful code architecture, and an organization built around rapid releases.
Responsibilities:
- Work within our product teams to design, build, and release exciting features and products in the Lyft Driver and Rider applications, used by millions of people every day
- Help establish roadmap and architecture based on technology and our needs
- Write well-crafted, well-tested, readable, maintainable code
- Work with Product Managers, Designers, and Server Engineers to deliver best in class user experience and collaborate closely with local and global colleagues
- Implement pixel perfect designs with advanced interactions, which are a joy to use
- Extend and implement our APIs
- Oversee major changes to our Android architecture
- Implement unit and UI automation tests
- Solve complex real-time data transfer and synchronization issues
- Continuously discover, evaluate and implement new technologies to maximize developer efficiency
- Mentor and support other developers on your team with code reviews, design feedback, and other advice and guidance
Experience:
- 3+ years of experience as an Android developer
- Advanced knowledge of Java and Kotlin
- Familiarity with RxJava
- Very knowledgeable about architecture and design patterns
- Worked on and shipped large scale Android applications
- Great product sense; you care about usability and good design
- Has worked collaboratively with product managers, designers, and other engineering teams to build complex products
- Strong communication skills and advanced proficiency in English
Benefits:
- Extended health and dental coverage options, along with life insurance and disability benefits
- Mental health benefits
- Family building benefits
- Access to a Health Care Savings Account
- In addition to provincial observed holidays, team members get 15 days paid time off, with an additional day for each year of service 
- 4 Floating Holidays each calendar year prorated based off of date of hire
- 10 paid sick days per year regardless of province
- 18 weeks of paid parental leave. Biological, adoptive, and foster parents are all eligible
Lyft proudly pursues and hires a diverse workforce. Lyft believes that every person has a right to equal employment opportunities without discrimination because of race, ancestry, place of origin, colour, ethnic origin, citizenship, creed, sex, sexual orientation, gender identity, gender expression, age, marital status, family status, disability, pardoned record of offences, or any other basis protected by applicable law or by Company policy. Lyft also strives for a healthy and safe workplace and strictly prohibits harassment of any kind. Accommodation for persons with disabilities will be provided upon request in accordance with applicable law during the application and hiring process. Please contact your recruiter now if you wish to make such a request.
This role will be in-office on a hybrid schedule — Team Members will be expected to work in the office 3 days per week on Mondays, Thursdays and a team-specific third day. Additionally, hybrid roles have the flexibility to work from anywhere for up to 4 weeks per year.        
            
                            
            ",0,0,0,0,2024-03-18 00:04:58.962223
"Software Engineer, Backend",EvenUp,"Toronto, Ontario, Canada",2024-03-17,https://www.linkedin.com/jobs/view/3860721297/,Could not find Job Description,0,0,0,0,2024-03-18 00:04:58.962223
"Software Engineer, Backend - Consumer",Coinbase,"Surrey, British Columbia, Canada",2024-03-17,https://www.linkedin.com/jobs/view/3801511588/,"At Coinbase, our mission is to increase economic freedom around the world, and we couldn’t do this without hiring the best people. We’re a group of hard-working overachievers who are deeply focused on building the future of finance and Web3 for our users across the globe, whether they’re trading, storing, staking or using crypto. Know those people who always lead the group project? That’s us.
There are a few things we look for across all hires we make at Coinbase, regardless of role or team. First, we look for candidates who will thrive in a culture like ours, where we default to trust, embrace feedback, and disrupt ourselves. Second, we expect all employees to commit to our mission-focused approach to our work. Finally, we seek people who are excited to learn about and live crypto, because those are the folks who enjoy the intense moments in our sprint and recharge work culture. We’re a remote-first company looking to hire the absolute best talent all over the world.
Ready to ? Who you are:
- You’ve got positive energy. You’re optimistic about the future and determined to get there. 
- You’re never tired of learning. You want to be a pro in bleeding edge tech like DeFi, NFTs, DAOs, and Web 3.0. 
- You appreciate direct communication. You’re both an active communicator and an eager listener - because let’s face it, you can’t have one without the other. You’re cool with candid feedback and see every setback as an opportunity to grow.
- You can pivot on the fly. Crypto is constantly evolving, so our priorities do, too. What you worked on last month may not be what you work on today, and that excites you. You’re not looking for a boring job.
- You have a “can do” attitude. Our teams create high-quality work on quick timelines. Owning a problem doesn’t scare you, but rather empowers you to take 100% responsibility for achieving our mission.
- You want to be part of a winning team. We’re stronger together, and you’re a person who embraces being pushed out of your comfort zone. 
Coinbase is seeking experienced backend engineers to join our team to build out the next generation of crypto-forward products and features. You will solve unique, large scale, highly complex technical problems, bridging the constraints posed by web-scale applications and blockchain technology. You will help build the next generation of systems to make cryptocurrency accessible to everyone across the globe, operating real-time applications with high frequency, low latency updates, and managing the most secure, dockerized infrastructure running in the cloud.
The Consumer Product Group engineers strive to make the Coinbase retail app the easiest-to-use and fastest experience for accessing the crypto. In 2023, our goal is to be the #1 self custody wallet measured by MTU’s and download share. Wallet is the future of web3 and of Coinbase. Suite of products include: Coinbase app, advance trade, dapps, and staking.
What You'll Be Doing
- Build new services to meet critical product and business needs using Golang.
- Design scalable systems to solve novel problems with modern cloud technology and industry best practices.
- Articulate a long term vision for maintaining and scaling our backend systems and the teams running them.
- Work with engineers, designers, product managers and senior leadership to turn our product and technical vision into a tangible roadmap every quarter.
- Write high quality, well tested code to meet the needs of your customers.
What We Look For In You
- You have at least 2+ years of experience in software engineering.
- You’ve designed, built, scaled and maintained production services, and know how to compose a service oriented architecture.
- You write high quality, well tested code to meet the needs of your customers.
- You’re passionate about building an open financial system that brings the world together.
Nice To Haves
- You have gone through a rapid growth in your company (from startup to mid-size).
- Experience with growth experiments or A/B testing frameworks.
- You have experience with Blockchain technology (such as Bitcoin, Ethereum etc..)
- You have experience decomposing a large monolith into microservices.
- You’ve worked with Golang, Ruby, Docker, Rails, Postgres, MongoDB or DynamoDB.
- You’ve built financial, high reliability or security systems.
Job #: GBE04NA
Pay Transparency Notice: 
The target annual salary for this position can range as detailed below. Full time offers from Coinbase also include target bonus + target equity + benefits (including medical, dental, and vision).
Pay Range
$149,500—$149,500 CAD
Commitment to Equal Opportunity
Coinbase is committed to diversity in its workforce and is proud to be an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, creed, gender, national origin, age, disability, veteran status, sex, gender expression or identity, sexual orientation or any other basis protected by applicable law. Coinbase will also consider for employment qualified applicants with criminal histories in a manner consistent with applicable federal, state and local law. For US applicants, you may view Pay Transparency, Employee Rights and Know Your Rights notices by clicking on their corresponding links. Additionally, Coinbase participates in the E-Verify program in certain locations, as required by law.
Coinbase is also committed to providing reasonable accommodations to individuals with disabilities. If you need a reasonable accommodation because of a disability for any part of the employment process, please complete this intake form to let us know the nature of your request and your contact information. For quick access to screen reading technology compatible with this site click here to download a free compatible screen reader (free step by step tutorial can be found here).
Global Data Privacy Notice for Job Candidates and Applicants
Depending on your location, the General Data Protection Regulation (GDPR) and California Consumer Privacy Act (CCPA) may regulate the way we manage the data of job applicants. Our full notice outlining how data will be processed as part of the application procedure for applicable locations is available here. By submitting your application, you are agreeing to our use and processing of your data as required. For US applicants only, by submitting your application you are agreeing to arbitration of disputes as outlined here.
                
            
                            
            ",0,0,0,0,2024-03-18 00:04:58.962223
"Software Engineer, Frontend",Cresta,"Toronto, Ontario, Canada",2024-03-14,https://www.linkedin.com/jobs/view/3831584274/,Could not find Job Description,0,0,0,0,2024-03-18 00:04:58.962223
"Software Engineer, Full-Stack (Quality Tools)",Grammarly,"Toronto, Ontario, Canada",2024-03-15,https://www.linkedin.com/jobs/view/3829237747/,Could not find Job Description,0,0,0,0,2024-03-18 00:04:58.962223
Software Engineer- Back End,CARFAX,"London, Ontario, Canada",2024-03-11,https://www.linkedin.com/jobs/view/3848289700/,"Description
Join Team CARFAX as a Software Engineer - Back End 
Isn't it time you bragged about where you work? At CARFAX, we do, every day. We pride ourselves on being mission-focused on helping to grow a brand built on accuracy and integrity. We care deeply about our products and our customers. We’re more than just a company: We help millions of consumers make more-informed decisions every day. We know that our teammates are our most valuable asset, and we value a balanced life while tackling challenging projects in a fast-paced environment. One last thing: Our four-day week continues in Summer 2024!
What makes our Tech Culture Amazing?
We’re passionate about having a 
creative and innovative
 environment where our developers collaborate and continuously learn and grow. 
Autonomy
 is a key pillar of our tech culture. Our developers have the freedom to bring new tools, frameworks, and ideas to the table knowing their voice will be heard. We’re 
not afraid
 of trying new things; if the case is made for a new technology or approach, our developers know it will be tried.
What Makes Our Development Environment Unique
- Hands-on Learning
- Test Driven Development (TDD)
- Pair Programming
- Agile Methodologies
- Time provided for self-directed professional development.
This role has an expectation of 2 days per week in the London, ON office, subject to change based on future business needs.
What You'll Be Doing
- Work in a dynamic, agile, backend team environment, developing and maintaining microservice applications written in Kotlin.
- Writing high-performing, robust code to guarantee fast and accurate delivery of new system features on high-visibility projects
- Participating in design decisions, including technology research and prototyping
- Utilizing test-driven development and continuous integration methods
- Getting exposed to a broad range of technologies to continually improve your skills
- Collaborating closely with other engineers, architects, support teams, and business stakeholders
- Apply best practices for architecture, security, and performance of complex systems in Java and Python
- Sharing your knowledge with junior and other senior team members
What We're Looking For
- Object-oriented experience with languages such as Java, Kotlin, Golang, Python, OR C#. We primarily use JVM languages and Typescript.
- Knowledge of client/server architecture and building web services using REST or GraphQL
- Relational and NoSQL database systems such as MySQL, Mongo, DynamoDB, OR Elasticsearch.
- Experienced with developing in a cloud environment (AWS preferred). 
- Experienced with full SDLC development including design, building, testing, deployment, upgrade and support. 
- Ability to provide leadership and mentor engineers through complicated technical challenges.
- Ability to work and collaborate effectively in a team environment as well as independently.
What’s In It For You
- Competitive compensation, benefits, and generous time-off policies
- 4-Day summer work weeks and a winter holiday break
- 401(k) / DCPP matching
- Annual bonus program
- Casual, dog-friendly, and innovative office spaces.
Don’t Just Take Our Word For It
- 10X Virginia Business Best Places to Work
- 9X Washingtonian Great Places to Work
- 9X Washington Post Top Workplace
- St. Louis Post-Dispatch Best Places to Work.
About CARFAX
CARFAX, part of S&P Global Mobility, helps millions of people every day confidently shop, buy, service and sell used cars with innovative solutions powered by CARFAX vehicle history information. The expert in vehicle history since 1984, CARFAX provides exclusive services like CARFAX Used Car Listings, CARFAX Car Care, CARFAX History-Based Value and the flagship CARFAX® Vehicle History Report™ to consumers and the automotive industry. CARFAX owns the world’s largest vehicle history database and is nationally recognized as a top workplace by The Washington Post and Glassdoor.com. Shop, Buy, Service, Sell – Show me the CARFAX™. S&P Global Mobility is a division of S&P Global (NYSE: SPGI). S&P Global is the world’s foremost provider of credit ratings, benchmarks, analytics and workflow solutions in the global capital, commodity and automotive markets.
CARFAX is an Affirmative Action/Equal Opportunity Employer. It is the policy of CARFAX to provide equal employment opportunity to all persons regardless of race, color, sex, pregnancy, religion, national origin, age, ancestry, citizenship status, veteran status, military status, disability or handicap, sexual orientation, genetic information or any other status protected by federal, state or local law. In addition, CARFAX will provide reasonable accommodations for qualified individuals with disabilities. We maintain a drug-free workplace. We are a participant in E-Verify.
                
            
                            
            ",0,0,0,0,2024-03-18 00:04:58.962223
Staff Software Engineer,Gruntwork,Canada,2024-03-17,https://www.linkedin.com/jobs/view/3860722170/,"About Gruntwork:
Gruntwork is on a mission to transform the way DevOps is done. Let’s face it: designing, launching, and managing infrastructure is still a terrible experience for most organizations, but it doesn’t have to be that way!
We are globally recognized both for our open source tools used by thousands of companies from startups to Fortune 500s, and our extensive thought leadership content on how DevOps should be done. Now we’re looking for product-focused engineers who can help us build out our vision for the next-generation DevOps management platform.
About this role:
We're looking for a product-focused Staff Software Engineer to not only design and code complex features across our product suite, but also mentor other engineers and help shape our technical strategy. This will involve:
- Creating new and improving existing CLI tooling with Go
- Working extensively with AWS
- Scaling and building new features for our SaaS platform using Next.js/Node/Typescript/Tailwind
- Working with IaC modules written in Terraform/OpenTofu
- Working with other tech as needed including Python, K8s, and Bash
- Working with our open source tools Terragrunt, Terratest, Boilerplate, and others, all written in Go. 
- Guiding our team on key architecture decisions
- Leading the way on software engineering best practices
- Setting a positive example for your colleagues to follow
About the team:
Gruntwork today is one large engineering team, plus a product designer and product manager, both of whom have technical backgrounds.
In this role you’ll help us build out our product suite with a primary focus on Pipelines, Patcher, and a new product, and a secondary focus on Library. Over time, we plan to evolve to a handful of cross-functional squads, each focused entirely on one product.
About working together:
Gruntwork is 100% remote, however we organize a company-wide in-person meetup roughly every 4 months.
One of our values is that work-life balance leads to both better work and a better life, so we require that all our team members live in a time zone between Los Angeles and New York, inclusive. You can be located anywhere in the western hemisphere, though most of our team is in the USA and Canada.
We’re looking for a Grunt who:
- Has proven technical leadership experience. You have prior experience as a tech lead and played a key role in enabling a higher-performing engineering team, both in the technical guidance you provided and the cultural example you set. 
- Has shipped a lot of software. You’ve worked closely with product managers, designers, and other software engineers to create impactful products, and you know what it takes to ship high-quality software. 
- Knows software engineering principles. You're familiar with most of the following: OOP concepts, automated testing, complexity management, type systems, core data structures, concurrency, and functional programming concepts. 
- Has full stack experience. You know how to write code across the stack and have experience in the following (or similar languages): Go, Python, Typescript, Bash, React, Next.js. 
- Has DevOps experience. You have extensive experience working with at least one major cloud provider and at least a moderate amount of DevOps experience. 
- Loves to get things done. Your joy is shipping and refining features that customers love. You make good tradeoffs, prioritize thoughtfully, and work efficiently. You generally get a lot done for time worked. 
- Enjoys writing docs. You recognize that docs are an essential part of the product and the way that customers learn to use what you've built. You're excited to share your work with the customer. 
- Cares about code quality. You know that code is read 10x as much as it's written so you care about how your code looks and reads for your unknown future colleagues who will read what you write. 
- Cares about security. You constantly think about the security implications of what you're doing and take steps to make your code reasonably secure. 
- Cares about your fellow humans. You look to make personal connections with the people you work with, and you want to work for a company whose mission and people you believe in. 
What we offer:
- No investors, no debt. We control our own destiny and are focused on building a company that customers love. 
- Systematically above-market salary. We compute all salaries using a formula designed to systematically pay above market, wherever you live. 
- Meaningful equity. We offer a meaningful chunk of equity to all current and new team members. We’ve even put in place a “progressive equity” plan where if there is a large exit event, employees end up with a progressively larger portion of the proceeds than their pro-rata equity holdings. 
- Profit-sharing bonus. We set aside a pot of money at the end of each year based on profits and distribute bonuses according to a formula that uses as inputs your level within the company and the length of your tenure at the company. 
- Hardware budget. We'll buy you a brand new state-of-the-art 16"" Apple MacBook Pro (or other computer of your choosing of equivalent value) upon joining. It will be owned by you, not the company. 
- Personal Budget. We'll give you a personal budget of $1,000 USD per month (yes, per month) to spend on your workspace (e.g., a co-working space), health (e.g., gym, yoga), time (e.g., babysitter), and/or learning (e.g., books, courses). 
- Medical/Dental/Vision Insurance. We offer a range of high-quality plans with a large portion paid by the company. For countries other than the US, this includes extra coverage on top of your statutory insurance. 
In addition to the global benefits listed above, we have some US-specific benefits as well:
- FSA and HSAs. We don't contribute to these accounts, but we do offer them as an option. 
- 401(k). We contribute a portion of your salary to your 401(k). 
- Disability insurance. If you get disabled, we have a policy that will pay out a portion of your salary. 
Compensation Range: $175K - $225K        
            
                            
            ",0,0,0,0,2024-03-18 00:04:58.962223
